,drugbank_id,name,cas,smiles,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic),F,carbonyl,sulfinyl,sulfonyl,nitroso,nitro
1177,DB01852,Kaempherol,520-18-3,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O,1.99,2.46,1.78e-01 g/l,6.44,-3.9,0.0,1.0,0.0,0.0,0.0,0.0
1178,DB01853,Bacteriochlorophyll A,17499-98-8,CC[C@H]1[C@H](C)C2=CC3=C(C(C)=O)C(C)=C4C=C5[C@@H](C)[C@H](CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C6=[N+]5[Mg]5([N+]2=C1C=C1C(C)=C2C(=O)[C@@H](C(=O)OC)C6=C2N51)N34,3.45,2.78,2.84e-05 g/l,4.19,-6.7,0.0,4.0,0.0,0.0,0.0,0.0
1179,DB01854,5-Bromonicotinamide,28733-43-9,NC(=O)C1=CN=CC(Br)=C1,0.08,0.37,1.67e+01 g/l,13.07,1.97,0.0,1.0,0.0,0.0,0.0,0.0
1180,DB01855,5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid,,C[C@H]1C[C@H](N[C@@H]1C(O)=O)N(C)O,-2.5,-2.8,1.70e+02 g/l,3.11,7.43,0.0,1.0,0.0,0.0,0.0,0.0
1181,DB01857,Phosphoaspartate,,N[C@@H](CC(=O)OP(O)(O)=O)C(O)=O,-1.9,-3.4,1.32e+01 g/l,1.08,8.6,0.0,2.0,0.0,0.0,0.0,0.0
1182,DB01858,[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate,,[H][C@@](CCCC)(NC(=O)OCC1(CC2=CC=C(F)C=C2)CCC1)C(=O)C(=O)NC1=CC=NN1,2.92,4.71,4.46e-03 g/l,11.9,1.86,1.0,3.0,0.0,0.0,0.0,0.0
1183,DB01859,4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate,,C[C@](CO)(OP(O)(O)=O)[C@@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=CC(N)=NC1=O,-0.88,-5.2,1.51e+01 g/l,1.07,-0.59,0.0,1.0,0.0,0.0,0.0,0.0
1184,DB01860,Cordycepin Triphosphate,73-04-1,NC1=NC=NC2=C1N=CN2[C@H]1O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)C[C@@H]1O,-0.68,-5.5,3.83e+00 g/l,0.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,DB01861,"Glucose-Uridine-C1,5'-Diphosphate",,OC[C@@H]1O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O,-1.4,-5.0,1.50e+01 g/l,1.73,-3.6,0.0,2.0,0.0,0.0,0.0,0.0
1186,DB01862,1-(Isopropylthio)-Beta-Galactopyranside,367-93-1,CC(C)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-1.1,-1.0,1.28e+02 g/l,12.48,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,DB01864,5'-Guanosine-Diphosphate-Monothiophosphate,,NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=S)[C@H](O)[C@H]2O)C(=O)N1,-0.24,-2.8,7.89e+00 g/l,0.91,1.46,0.0,1.0,0.0,0.0,0.0,0.0
1188,DB01868,Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate,,C[C@@H](NC(=O)CCCC[C@@H](NC(=O)C[NH3+])C([O-])=O)P([O-])=O,-1.3,-4.0,3.71e+00 g/l,1.87,8.14,0.0,3.0,0.0,0.0,0.0,0.0
1189,DB01870,"1,4-Dithio-Alpha-D-Mannose",,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1S,-0.41,-1.0,8.09e+00 g/l,8.59,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,DB01871,[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester,,[H][C@@](CC1=CC=CC=C1)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)C(=O)CO,2.72,3.87,1.55e-03 g/l,12.54,-3.3,0.0,3.0,0.0,0.0,0.0,0.0
1191,DB01872,Acetylgalactosamine-4-Sulfate,,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OS(O)(=O)=O)[C@@H]1O,-2.0,-5.0,4.29e+01 g/l,-1.9,-0.75,0.0,1.0,0.0,1.0,0.0,0.0
1192,DB01873,Epothilone D,189453-10-9,C[C@H]1CCC\C(C)=C/C[C@@H](OC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@@H]1O)C(\C)=C\C1=CSC(C)=N1,4.54,5.1,2.46e-03 g/l,14.09,2.73,0.0,2.0,0.0,0.0,0.0,0.0
1193,DB01874,Tropinone,532-24-1,CN1[C@H]2CC[C@@H]1CC(=O)C2,0.44,0.7,5.41e+02 g/l,18.02,8.88,0.0,1.0,0.0,0.0,0.0,0.0
1194,DB01877,"N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide",,CON[C@H]1C[C@@H](N(C1)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO,-0.31,-0.61,2.32e+00 g/l,8.71,3.92,0.0,1.0,0.0,1.0,0.0,0.0
1195,DB01879,(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid,,CN([C@H](CC(O)=O)C(O)=O)C(=O)C1=CC(OS(=O)(=O)C2=CC=C3C=CC=CC3=C2)=CC=C1NS(=O)(=O)C1=CC=C2C=CC=CC2=C1,3.6,4.36,4.44e-04 g/l,2.38,-1.5,0.0,3.0,0.0,2.0,0.0,0.0
1196,DB01880,"3,4-Dihydroxycinnamic Acid",331-39-5,OC(=O)\C=C\C1=CC(O)=C(O)C=C1,1.67,1.53,1.61e+00 g/l,3.64,-6.3,0.0,1.0,0.0,0.0,0.0,0.0
1197,DB01881,"2-Methylpentane-1,2,4-Triol",,C[C@H](O)C[C@@](C)(O)CO,-0.94,-1.1,4.40e+02 g/l,13.98,-2.6,0.0,0.0,0.0,0.0,0.0,0.0
1198,DB01882,"(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol",,[H][C@](N)(CCSC)C(O)(O)C1=CC=CC=N1,-0.1,0.2,9.28e+00 g/l,10.24,8.39,0.0,0.0,0.0,0.0,0.0,0.0
1199,DB01883,N-(Sulfanylacetyl)Tyrosylprolylmethioninamide,,[H][C@@](CCSC)(NC(=O)[C@]1([H])CCCN1C(=O)[C@]([H])(CC1=CC=C(O)C=C1)NC(=O)CS)C(N)=O,1.31,-0.14,1.97e-02 g/l,9.17,-3.4,0.0,4.0,0.0,0.0,0.0,0.0
1200,DB01885,D-Galctopyranosyl-1-On,15892-28-1,OC[C@H]1OC(=O)[C@@H](O)[C@@H](O)[C@@H]1O,-2.2,-2.7,5.86e+02 g/l,11.62,-3.0,0.0,1.0,0.0,0.0,0.0,0.0
1201,DB01887,Inhibitor BEA369,,OC[C@H]1C[C@H](CO1)NC(=O)[C@@H](OCC1=CC=CC=C1)[C@H](O)[C@@H](O)[C@H](OCC1=CC=CC=C1)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12,0.72,0.94,1.48e-01 g/l,12.16,-2.9,0.0,2.0,0.0,0.0,0.0,0.0
1202,DB01888,"4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide",,CC(C)C1=C2N=C(N[C@H]3CC[C@H](N)CC3)C=C(NC3=CC=C(C=C3)S(=O)(=O)N(C)C)N2N=C1,3.03,2.85,9.34e-03 g/l,17.55,10.45,0.0,0.0,0.0,1.0,0.0,0.0
1203,DB01889,"16,17-Androstene-3-Ol",7148-51-8,[H][C@@]12CC=C[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@]([H])(O)CC[C@]12C,5.13,4.07,3.55e-04 g/l,18.3,-1.4,0.0,0.0,0.0,0.0,0.0,0.0
1204,DB01890,Deoxy-Bigchap,,C[C@H](CCC(=O)N(CCCNC(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CCCNC(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,-0.19,-4.8,3.61e-01 g/l,11.7,-3.5,0.0,3.0,0.0,0.0,0.0,0.0
1205,DB01891,Tl-3-093,,[H][C@@](CO)(CC1=CC=CC=C1)NC(=O)[C@@]([H])(NC(=O)[C@]([H])(C)NC(=O)OCC1=CC=CC=C1)C(C)C,1.87,2.73,9.41e-03 g/l,12.46,-2.8,0.0,3.0,0.0,0.0,0.0,0.0
1206,DB01892,Hyperforin,11079-53-1,CC(C)C(=O)C12C(O)=C(CC=C(C)C)C(=O)C(CC=C(C)C)(CC(CC=C(C)C)C1(C)CCC=C(C)C)C2=O,6.32,9.67,6.32e-04 g/l,6.32,-6.6,0.0,3.0,0.0,0.0,0.0,0.0
1207,DB01893,N6-Benzyl Adenosine-5'-Diphosphate,,O[C@H]1[C@H](CO[P@](O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2NCC1=CC=CC=C1,-0.15,-3.2,2.23e+00 g/l,1.77,4.85,0.0,0.0,0.0,0.0,0.0,0.0
1208,DB01894,5-N-Acetyl-Alpha-D-Neuraminic Acid,,CC(=O)N[C@H]1[C@H](O)C[C@](O)(O[C@@H]1[C@@H](O)[C@@H](O)CO)C(O)=O,-2.8,-3.6,2.27e+02 g/l,3.0,-0.38,0.0,2.0,0.0,0.0,0.0,0.0
1209,DB01895,Aspartyl-Adenosine-5'-Monophosphate,,N[C@@H](CC(O)=O)C(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N,-2.3,-6.1,2.59e+00 g/l,0.77,7.49,0.0,2.0,0.0,0.0,0.0,0.0
1210,DB01896,M-Aminophenylboronic Acid,,NC1=CC=CC(=C1)B(O)O,0.21,0.86,2.53e+00 g/l,8.79,3.12,0.0,0.0,0.0,0.0,0.0,0.0
1211,DB01897,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,,O=C1NNC(=O)C2=CC(=CC=C12)[N+]1=NC(\C=C\C2=CC=CC=C2)=NN1C1=NC2=C(S1)C=CC=C2,1.76,2.28,2.81e-03 g/l,10.01,-0.54,0.0,2.0,0.0,0.0,0.0,0.0
1212,DB01898,"2s,3r-2-Amino-3-Methylpentanedioic Acid",,C[C@@H](CC(O)=O)[C@@H](N)C(O)=O,-3.3,-2.9,3.81e+01 g/l,2.02,9.6,0.0,2.0,0.0,0.0,0.0,0.0
1213,DB01899,Nd1-Phosphonohistidine,,N[C@@H](CC1=C[NH+]=CN1P(O)(O)=O)C(O)=O,-1.7,-6.0,1.79e+00 g/l,0.56,8.98,0.0,1.0,0.0,0.0,0.0,0.0
1214,DB01903,5-Bromo-2'-Deoxyuridine-5'-Monophosphate,,O[C@@H]1C[C@@H](O[C@H]1COP(O)(O)=O)N1C=C(Br)C(=O)NC1=O,-0.9,-0.81,7.54e+00 g/l,1.23,-3.2,0.0,2.0,0.0,0.0,0.0,0.0
1215,DB01904,D-Xylitol,488-81-3,OC[C@H](O)[C@@H](O)[C@H](O)CO,-2.5,-3.1,6.64e+02 g/l,12.76,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,DB01905,2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine,,COC1=CC=C(O)C(=C1)C1=NC2=C(N1)C=CC(=C2)C(N)=[NH2+],0.69,1.29,8.02e-02 g/l,9.08,10.59,0.0,0.0,0.0,0.0,0.0,0.0
1217,DB01906,"3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-Benzoic Acid",,NC1=NC2=NN(N=C2C(O)=N1)C1=CC(=CC=C1)C(O)=O,0.02,1.16,2.83e+00 g/l,3.9,-1.5,0.0,1.0,0.0,0.0,0.0,0.0
1218,DB01908,RU85493,,CC(=O)N[C@@H](CC1=CC=C(OCC(O)=O)C(=C1)P(O)(O)=O)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,2.01,1.63,1.16e-03 g/l,1.61,-1.4,0.0,4.0,0.0,0.0,0.0,0.0
1219,DB01909,Alpha-Cyclodextrin (Cyclohexa-Amylose),10016-20-3,OC[C@H]1O[C@H]2O[C@@H]3[C@H](CO)O[C@@H](O[C@@H]4[C@H](CO)O[C@@H](O[C@@H]5[C@H](CO)O[C@@H](O[C@@H]6[C@H](CO)O[C@@H](O[C@@H]7[C@H](CO)O[C@@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,-2.4,-11.0,7.92e+02 g/l,11.56,-3.7,0.0,0.0,0.0,0.0,0.0,0.0
1220,DB01910,Adenosyl-Ornithine,58944-73-3,N[C@H](CC[C@@H](N)C(O)=O)C[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N,-3.0,-5.1,4.63e+00 g/l,1.95,10.18,0.0,1.0,0.0,0.0,0.0,0.0
1221,DB01911,N-Methylmesoporphyrin,142234-85-3,CCC1=C(C)C2=CC3=C(CC)C(C)=C(C=C4N=C(C=C5N\C(=C/C1=N2)C(C)=C5CCC(O)=O)C(CCC(O)=O)=C4C)N3C,4.96,7.25,3.83e-02 g/l,3.71,5.03,0.0,2.0,0.0,0.0,0.0,0.0
1222,DB01914,D-Glucose in Linear Form,815-92-9,OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O,-2.4,-3.6,2.61e+02 g/l,11.8,-3.0,0.0,1.0,0.0,0.0,0.0,0.0
1223,DB01915,S-Hydroxycysteine,,N[C@@H](CSO)C(O)=O,-3.1,-3.2,3.42e+02 g/l,1.87,8.69,0.0,1.0,0.0,0.0,0.0,0.0
1224,DB01919,Pentanal,110-62-3,CCCCC=O,1.41,1.21,1.48e+01 g/l,15.59,-6.9,0.0,1.0,0.0,0.0,0.0,0.0
1225,DB01920,1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose,,OC[C@@H]1O[C@H](OC2=CC=CC=C2[N+]([O-])=O)[C@@H](O)[C@H](O)[C@H]1O,-0.58,-0.66,2.06e+01 g/l,12.2,-3.0,0.0,0.0,0.0,0.0,0.0,1.0
1226,DB01921,Xylose-Derived Lactam Oxime,,O\N=C1/NC[C@@H](O)[C@H](O)[C@H]1O,-2.4,-2.7,7.67e+01 g/l,9.74,1.48,0.0,0.0,0.0,0.0,0.0,0.0
1227,DB01922,"Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam",,OC[C@H]1N\C(=N/O)[C@@H](O)[C@@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,-3.0,-6.9,1.94e+02 g/l,9.33,-3.6,0.0,0.0,0.0,0.0,0.0,0.0
1228,DB01923,L-Xylulose 5-Phosphate,60802-29-1,C[C@@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O,-1.8,-2.2,3.26e+01 g/l,1.49,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,DB01924,Benzhydroxamic Acid,495-18-1,ONC(=O)C1=CC=CC=C1,0.17,0.82,4.57e+00 g/l,9.65,-5.1,0.0,1.0,0.0,0.0,0.0,0.0
1230,DB01925,"2'-Chloro-Biphenyl-2,3-Diol",,OC1=CC=CC(=C1O)C1=C(Cl)C=CC=C1,3.23,3.62,1.05e-01 g/l,9.03,-6.3,0.0,0.0,0.0,0.0,0.0,0.0
1231,DB01926,Carboxymycobactin S,,C[C@H]1C[C@H](O)N[C@@H]2CCCCN(O[Fe@@]34O[C@@H](\C=C\CCCCCCC(O)=O)[N@](CCCC[C@H](NC(=O)[C@H]5COC(=N5)C5=CC=CC=C5O3)C(=O)O1)O4)C2=O,2.64,2.33,1.03e-01 g/l,4.88,7.08,0.0,4.0,0.0,0.0,0.0,0.0
1232,DB01928,Huperaine A,,[H][C@@]12CC3=C(C=CC(=O)N3)[C@@](N)(CC(C)=C1)\C2=C\C,1.78,0.62,1.66e-01 g/l,11.11,9.09,0.0,1.0,0.0,0.0,0.0,0.0
1233,DB01929,"5-Chloryl-2,4,6-Quinazolinetriamine",,NC1=C(C2=C(N)N=C(N)N=C2C=C1)[Cl](=O)=O,-0.3,1.19,1.37e+00 g/l,17.16,4.98,0.0,0.0,0.0,0.0,0.0,0.0
1234,DB01930,"2,4-Dihydroxy-3,3-Dimethyl-Butyrate",470-29-1,CC(C)(CO)[C@@H](O)C([O-])=O,-0.34,-0.49,4.73e+02 g/l,3.96,-2.8,0.0,1.0,0.0,0.0,0.0,0.0
1235,DB01931,"Dcka, 5,7-Dichlorokynurenic Acid",,OC(=O)C1=NC2=CC(Cl)=CC(Cl)=C2C(O)=C1,3.63,3.08,1.56e-01 g/l,3.82,0.59,0.0,1.0,0.0,0.0,0.0,0.0
1236,DB01933,7-Hydroxystaurosporine,112953-11-4,CN[C@@H]1C[C@@H]2O[C@](C)([C@@H]1OC)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3[C@H](O)NC1=O,2.42,3.42,7.89e-02 g/l,10.9,9.52,0.0,1.0,0.0,0.0,0.0,0.0
1237,DB01934,"N-Methyl-N-(10-Methylundecanoyl)-D-Seryl-L-Alanyl-N~1~-[(7s,10s,13s)-13-Carboxy-3,18-Dihydroxy-10-Methyl-8,11-Dioxo-9,12-Diazatricyclo[13.3.1.1~2,6~]Icosa-1(19),2(20),3,5,15,17-Hexaen-7-Yl]-N~1~-Methylglycinamide",,CC(C)CCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@H]1C2=CC=C(O)C(=C2)C2=CC(C[C@H](NC(=O)[C@@H](C)NC1=O)C(O)=O)=CC=C2O,2.92,2.02,8.15e-03 g/l,3.54,-2.8,0.0,7.0,0.0,0.0,0.0,0.0
1238,DB01935,3-{[(1r)-1-Benzyl-2-Sulfanylethyl]Amino}-3-Oxopropanoic Acid,,[H][C@](CS)(CC1=CC=CC=C1)NC(=O)CC(O)=O,1.75,1.56,4.12e-01 g/l,4.11,-5.4,0.0,2.0,0.0,0.0,0.0,0.0
1239,DB01936,Ribose,50-69-1,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O,-2.6,-2.3,1.07e+03 g/l,11.31,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,DB01937,Guanosine-2'-Monophosphate,,NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2OP(O)(O)=O)C(=O)N1,-1.9,-2.7,3.56e+00 g/l,0.63,1.7,0.0,1.0,0.0,0.0,0.0,0.0
1241,DB01938,L-Histidine Beta Naphthylamide,,[H][C@@](N)(CC1=CN=CN1)C(=O)NC1=CC=C2C=CC=CC2=C1,1.1,1.07,1.04e-01 g/l,12.75,8.01,0.0,1.0,0.0,0.0,0.0,0.0
1242,DB01939,5-Amidino-Benzimidazole,,NC(=[NH2+])C1=CC2=C(C=C1)N=CN2,-0.58,-0.19,1.86e+00 g/l,11.77,10.92,0.0,0.0,0.0,0.0,0.0,0.0
1243,DB01940,Balanol Analog 2,,OC1=CC=C(C=C1)C(=O)N[C@H]1CNCCC[C@H]1OC(=O)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1O,3.06,3.18,3.95e-03 g/l,7.98,9.65,0.0,3.0,0.0,0.0,0.0,0.0
1244,DB01941,"6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid",,CC1=CC2=C(C=C1C1(CC1)C1=CC=C(C=N1)C(O)=O)C(C)(C)CCC2(C)C,6.15,5.82,3.02e-04 g/l,3.93,2.53,0.0,1.0,0.0,0.0,0.0,0.0
1245,DB01944,(S)-blebbistatin,,CC1=CC=C2N=C3N(CC[C@@]3(O)C(=O)C2=C1)C1=CC=CC=C1,2.0,2.88,1.98e-01 g/l,11.54,2.73,0.0,1.0,0.0,0.0,0.0,0.0
1246,DB01945,4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5'-Phosphate,,NC(=O)C1=C([O-])N(C[NH2+]1)[C@@H]1O[C@@H](COP([O-])([O-])=O)[C@H](O)[C@H]1O,-0.4,-3.4,4.07e+01 g/l,1.26,0.081,0.0,1.0,0.0,0.0,0.0,0.0
1247,DB01946,"3-[1-(3-Aminopropyl)-1h-Indol-3-Yl]-4-(1-Methyl-1h-Indol-3-Yl)-1h-Pyrrole-2,5-Dione",,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(CCCN)C2=C1C=CC=C2,3.25,1.69,3.18e-02 g/l,9.61,10.41,0.0,2.0,0.0,0.0,0.0,0.0
1248,DB01947,RU78262,,OP(O)(=O)OC1=C(C=O)C=CC=C1,0.04,0.73,4.44e+00 g/l,1.75,-7.3,0.0,1.0,0.0,0.0,0.0,0.0
1249,DB01948,"1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One",,FC1=CC=C(C(F)=C1)C1=CC(=CC2=C1CCC(=O)N2C1=C(Cl)C=CC=C1Cl)C1CCNCC1,5.52,6.28,1.22e-04 g/l,19.58,10.04,2.0,1.0,0.0,0.0,0.0,0.0
1250,DB01949,"2-Amino-N,3,3-Trimethylbutanamide",,CNC(=O)[C@@H](N)C(C)(C)C,0.04,0.1,7.33e+01 g/l,16.28,8.24,0.0,1.0,0.0,0.0,0.0,0.0
1251,DB01950,"N-(4-Methoxybenzyl)-N'-(5-Nitro-1,3-Thiazol-2-Yl)Urea",,COC1=CC=C(CNC(=O)NC2=NC=C(S2)[N+]([O-])=O)C=C1,2.05,2.12,1.19e-02 g/l,10.45,-4.2,0.0,1.0,0.0,0.0,0.0,1.0
1252,DB01953,Inhibitor of P38 Kinase,,C(CC1=CC=NC=C1)C1=CNC2=CC=CC=C12,3.9,3.39,8.69e-03 g/l,17.28,5.67,0.0,0.0,0.0,0.0,0.0,0.0
1253,DB01954,4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]-2-Pyrrolidinone,61413-54-5,[H][C@]1(CNC(=O)C1)C1=CC(OC2CCCC2)=C(OC)C=C1,2.51,1.96,6.72e-02 g/l,14.28,-1.3,0.0,1.0,0.0,0.0,0.0,0.0
1254,DB01955,"1,4-Butanediol",110-63-4,OCCCCO,-0.63,-0.63,6.75e+02 g/l,15.67,-2.4,0.0,0.0,0.0,0.0,0.0,0.0
1255,DB01956,2-Aminoethanesulfonic Acid,107-35-7,NCCS(O)(=O)=O,-2.2,-2.6,1.05e+02 g/l,-1.5,9.34,0.0,0.0,0.0,1.0,0.0,0.0
1256,DB01957,3-Chlorophenol,108-43-0,OC1=CC=CC(Cl)=C1,2.35,2.27,1.46e+01 g/l,8.79,-6.3,0.0,0.0,0.0,0.0,0.0,0.0
1257,DB01958,"5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine",,CC(C)(C)C1=CC=C(SC2=CC=CC3=C2C(N)=NC(N)=N3)C=C1,4.47,4.77,2.78e-03 g/l,16.67,6.58,0.0,0.0,0.0,0.0,0.0,0.0
1258,DB01960,7n-Methyl-8-Hydroguanosine-5'-Diphosphate,,CN1CN([C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2,-1.7,-3.5,7.91e+00 g/l,1.77,4.27,0.0,1.0,0.0,0.0,0.0,0.0
1259,DB01961,Cytidine-3'-Monophosphate,,NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO)[C@H](OP(O)(O)=O)[C@H]1O,-2.0,-3.4,1.76e+01 g/l,0.89,-0.63,0.0,1.0,0.0,0.0,0.0,0.0
1260,DB01962,Phosphonotyrosine,21820-51-9,N[C@@H](CC1=CC=C(OP(O)(O)=O)C=C1)C(O)=O,-0.76,-1.5,1.93e+00 g/l,1.38,9.46,0.0,1.0,0.0,0.0,0.0,0.0
1261,DB01964,AL5424,,[H][C@]1(O)CN(C2=CC=C(OC)C=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,0.49,0.37,5.19e-01 g/l,8.14,-3.6,0.0,0.0,0.0,2.0,0.0,0.0
1262,DB01965,"2'-Deoxyuridine 5'-Alpha,Beta-Imido-Triphosphate",,O[C@@H]1C[C@@H](O[C@H]1CO[P@@](O)(=O)N[P@](O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,-0.36,-3.2,8.34e+00 g/l,0.58,-3.2,0.0,2.0,0.0,0.0,0.0,0.0
1263,DB01966,Di-Stearoyl-3-Sn-Phosphatidylethanolamine,,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@](O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC,8.91,12.23,5.43e-05 g/l,1.87,10.0,0.0,2.0,0.0,0.0,0.0,0.0
1264,DB01967,"N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide",,[H][C@@]12CCCC[N@]1CC(=O)C1=C2N(CCCNS(=O)(=O)C(C)C)C2=C1C=CC=C2,2.3,1.98,2.88e-01 g/l,11.91,3.76,0.0,1.0,0.0,1.0,0.0,0.0
1265,DB01968,2-Thioethenamine,,N\C=C\S,0.26,-0.27,1.77e+01 g/l,9.69,5.7,0.0,0.0,0.0,0.0,0.0,0.0
1266,DB01969,Trifluoroacetonyl Coenzyme A,,CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSCC(=O)C(F)(F)F,0.21,-5.8,4.21e+00 g/l,0.83,4.95,3.0,3.0,0.0,0.0,0.0,0.0
1267,DB01970,"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide",,CCCCCCCCC(=O)N(CCO)C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,0.31,-1.1,9.98e+00 g/l,12.65,0.22,0.0,1.0,0.0,0.0,0.0,0.0
1268,DB01971,trans-urocanic acid,104-98-3,OC(=O)\C=C\C1=CNC=N1,0.22,-1.0,4.25e+01 g/l,3.85,6.13,0.0,1.0,0.0,0.0,0.0,0.0
