docetaxel	"A semisynthetic analog of PACLITAXEL used in the treatment of locally advanced or metastatic BREAST NEOPLASMS and NON-SMALL CELL LUNG CANCER."
cyproheptadine	"A serotonin antagonist and a histamine H1 blocker used as antipruritic, appetite stimulant, antiallergic, and for the post-gastrectomy dumping syndrome, etc."
chlortalidone	"A benzenesulfonamide-phthalimidine that tautomerizes to a BENZOPHENONES form. It is considered a thiazide-like diuretic."
"enoxaparin sodium"	"Low-molecular-weight fragment of heparin, having a 4-enopyranosuronate sodium structure at the non-reducing end of the chain. It is prepared by depolymerization of the benzylic ester of porcine mucosal heparin. Therapeutically, it is used as an antithrombotic agent. (From Merck Index, 11th ed)"
moxifloxacin	"A fluoroquinolone that acts as an inhibitor of DNA TOPOISOMERASE II and is used as a broad-spectrum antibacterial agent."
exenatide	"A synthetic form of exendin-4, a 39-amino acid peptide isolated from the venom of the Gila monster lizard (Heloderma suspectum). Exenatide increases CYCLIC AMP levels in pancreatic acinar cells and acts as a GLUCAGON-LIKE PEPTIDE-1 RECEPTOR (GLP-1) agonist and incretin mimetic, enhancing insulin secretion in response to increased glucose levels; it also suppresses inappropriate glucagon secretion and slows gastric emptying. It is used an anti-diabetic and anti-obesity agent."
ximelagatran	A member of the class of azetidines that is melagatran in which the carboxylic acid group has been converted to the corresponding ethyl ester and in which the amidine group has been converted into the corresponding amidoxime. A prodrug for melagatran, ximelagatran was the first orally available direct thrombin inhibitor to be brought to market as an anticoagulant, but was withdrawn in 2006 following reports of it causing liver damage.
benzbromarone	"Uricosuric that acts by increasing uric acid clearance. It is used in the treatment of gout."
"insulin glulisine"	"Insulin glulisine [rDNA origin] is a rapid-acting human insulin analog used to lower blood glucose. Insulin glulisine is produced by recombinant DNA technology utilizing a non-pathogenic laboratory strain of Escherichia coli (K12). Insulin glulisine differs from human insulin in that the amino acid asparagine at position B3 is replaced by lysine and the lysine in position B29 is replaced by glutamic acid."
abatacept	"A fusion protein immunoconjugate of the extracellular domain of CTLA4 and the Fc domain of human IgG1. It functions as a T-cell co-stimulation blocker that inhibits TNF-ALPHA and prevents the activation of T-LYMPHOCYTES. It is used in the treatment of RHEUMATOID ARTHRITIS."
ridaforolimus	"an mTOR inhibitor for the treatment of cancer"
tropisetron	"An indole derivative and 5-HT3 RECEPTOR antagonist that is used for the prevention of nausea and vomiting."
topiroxostat	"xanthine oxidoreductase inhibitor"
"thyrotropin alfa"	"A highly purified recombinant glycoprotein form of human THYROID-STIMULATING HORMONE, produced by recombinant DNA technology comprising two non-covalently linked subunits, an alpha subunit of 92 amino acid residues containing two N-linked glycosylation sites, and a beta subunit of 118 residues containing one N-linked glycosylation site. The amino acid sequence of thyrotropin alfa is identical to that of human pituitary thyroid stimulating hormone."
levothyroxine	"The major hormone derived from the thyroid gland. Thyroxine is synthesized via the iodination of tyrosines (MONOIODOTYROSINE) and the coupling of iodotyrosines (DIIODOTYROSINE) in the THYROGLOBULIN. Thyroxine is released from thyroglobulin by proteolysis and secreted into the blood. Thyroxine is peripherally deiodinated to form TRIIODOTHYRONINE which exerts a broad spectrum of stimulatory effects on cell metabolism."
dapsone	"A sulfone active against a wide range of bacteria but mainly employed for its actions against MYCOBACTERIUM LEPRAE. Its mechanism of action is probably similar to that of the SULFONAMIDES which involves inhibition of folic acid synthesis in susceptible organisms. It is also used with PYRIMETHAMINE in the treatment of malaria. (From Martindale, The Extra Pharmacopoeia, 30th ed, p157-8)"
"prednisolone sodium phosphate"	An organic sodium salt of prednisolone phosphate. It is an ophthalmology drug used for the treatment of short-term inflammatory eye conditions and helps relieve inflammation, redness and irritation of the eyes.
mecasermin	"Recombinant form of endogenous Insulin-like Growth Factor 1 exhibiting mitogenic activity. Clinical Use: Diabetes Mellitus and Amyotrophic Lateral Sclerosis."
cevimeline	"Cevimeline is a cholinergic agonist which binds to muscarinic receptors. Muscarinic agonists in sufficient dosage can increase secretion of exocrine glands, such as salivary and sweat glands and increase tone of the smooth muscle in the gastrointestinal and urinary tracts."
levobetaxolol	The (S)-enantiomer of betaxolol.
phenylbutazone	"A butyl-diphenyl-pyrazolidinedione that has anti-inflammatory, antipyretic, and analgesic activities. It has been used in ANKYLOSING SPONDYLITIS; RHEUMATOID ARTHRITIS; and REACTIVE ARTHRITIS."
cefdinir	"A third-generation oral cephalosporin antibacterial agent that is used to treat bacterial infections of the respiratory tract and skin."
fulvestrant	"An estradiol derivative and estrogen receptor antagonist that is used for the treatment of estrogen receptor-positive, locally advanced or metastatic breast cancer."
deslanoside	"Deacetyllanatoside C. A cardiotonic glycoside from the leaves of Digitalis lanata."
"clobetasol propionate"	"A derivative of PREDNISOLONE with high glucocorticoid activity and low mineralocorticoid activity. Absorbed through the skin faster than FLUOCINONIDE, it is used topically in treatment of PSORIASIS but may cause marked adrenocortical suppression."
"methylprednisolone succinate"	"A water-soluble ester of METHYLPREDNISOLONE used for cardiac, allergic, and hypoxic emergencies."
propranolol	"A widely used non-cardioselective beta-adrenergic antagonist. Propranolol has been used for MYOCARDIAL INFARCTION; ARRHYTHMIA; ANGINA PECTORIS; HYPERTENSION; HYPERTHYROIDISM; MIGRAINE; PHEOCHROMOCYTOMA; and ANXIETY but adverse effects instigate replacement by newer drugs."
desoximetasone	"A topical anti-inflammatory glucocorticoid used in DERMATOSES, skin allergies, PSORIASIS, etc."
"insulin glargine"	"A recombinant LONG ACTING INSULIN and HYPOGLYCEMIC AGENT that is used to manage BLOOD GLUCOSE in patients with DIABETES MELLITUS."
brodalumab	"Brodalumab is a human monoclonal IgG2 antibody that selectively binds to human IL-17RA and inhibits its interactions with cytokines IL-17A, IL-17F, IL-17C, IL-17A/F heterodimer and IL-25. IL-17RA is a protein expressed on the cell surface and is a required component of receptor complexes utilized by multiple IL-17 family cytokines. Blocking IL­17RA inhibits IL-17 cytokine-induced responses including the release of pro-inflammatory cytokines and chemokines."
isoprenaline	"Isopropyl analog of EPINEPHRINE; beta-sympathomimetic that acts on the heart, bronchi, skeletal muscle, alimentary tract, etc. It is used mainly as bronchodilator and heart stimulant."
bosutinib	"a 4-anilino-3-quinolinecarbonitrile dual inhibitor of Src and Abl kinases"
fondaparinux	"Synthetic pentasaccharide that mediates the interaction of HEPARIN with ANTITHROMBINS and inhibits FACTOR Xa; it is used for prevention of VENOUS THROMBOEMBOLISM after surgery."
ciclesonide	"nasal spray approved for seasonal and perennial allergic rhinitis"
hydroxycarbamide	"An antineoplastic agent that inhibits DNA synthesis through the inhibition of ribonucleoside diphosphate reductase."
vasopressin	A family of cyclic nonapeptide hormones found in most mammals. Synthesised in the hypothalamus and stored in the post-pituitary, vasopressins play a key role in homeostasis, particularly in regulating the body's water content. Together with the similar neuropeptide oxytocin, they are believed to influence social cognition and behaviour.
rotigotine	"Rotigotine is a non-ergoline dopamine agonist. The precise mechanism of action of rotigotine as a treatment for Parkinson's disease is unknown, although it is thought to be related to its ability to stimulate dopamine receptors within the caudate-putamen in the brain. The precise mechanism of action of rotigotine as a treatment for Restless Legs Syndrome is unknown but is thought to be related to its ability to stimulate dopamine receptors."
tyramine	"An indirect sympathomimetic that occurs naturally in cheese and other foods. Tyramine does not directly activate adrenergic receptors, but it can serve as a substrate for adrenergic uptake systems and  MONOAMINE OXIDASE to prolong the actions of adrenergic transmitters. It also provokes transmitter release from adrenergic terminals and may be a neurotransmitter in some invertebrate nervous systems."
cabozantinib	"Cabozantinib inhibits the tyrosine kinase activity of MET, VEGFR-1, -2 and -3, AXL, RET, ROS1, TYRO3, MER, KIT, TRKB, FLT-3, and TIE-2. These receptor tyrosine kinases are involved in both normal cellular function and pathologic processes such as oncogenesis, metastasis, tumor angiogenesis, drug resistance, and maintenance of the tumor microenvironment."
galcanezumab	"Galcanezumab-gnlm  is a humanized  monoclonal  antibody that  binds to calcitonin gene-related  peptide (CGRP)  ligand and blocks its binding to the receptor."
tranylcypromine	"A propylamine formed from the cyclization of the side chain of amphetamine. This monoamine oxidase inhibitor is effective in the treatment of major depression, dysthymic disorder, and atypical depression. It also is useful in panic and phobic disorders. (From AMA Drug Evaluations Annual, 1994, p311)"
etoposide	"A semisynthetic derivative of PODOPHYLLOTOXIN that exhibits antitumor activity. Etoposide inhibits DNA synthesis by forming a complex with topoisomerase II and DNA. This complex induces breaks in double stranded DNA and prevents repair by topoisomerase II binding. Accumulated breaks in DNA prevent entry into the mitotic phase of cell division, and lead to cell death. Etoposide acts primarily in the G2 and S phases of the cell cycle."
pipecuronium	"A piperazinyl androstane derivative which is a non-depolarizing neuromuscular blocking agent (NEUROMUSCULAR NONDEPOLARIZING AGENTS). It is used as a muscle relaxant during ANESTHESIA and surgical procedures."
diclofenac	"A non-steroidal anti-inflammatory agent (NSAID) with antipyretic and analgesic actions. It is primarily available as the sodium salt."
vilazodone	"A benzofuran, indole, and piperazine derivative that functions as a SEROTONIN UPTAKE INHIBITOR and partial SEROTONIN 5-HT1 RECEPTOR AGONIST. It is used as an ANTIDEPRESSIVE AGENT."
prazosin	"A selective adrenergic alpha-1 antagonist used in the treatment of HEART FAILURE; HYPERTENSION; PHEOCHROMOCYTOMA; RAYNAUD DISEASE; PROSTATIC HYPERTROPHY; and URINARY RETENTION."
"ibritumomab tiuxetan"	"90Y-labeled anti-CD20 monoclonal antibody for radioimmunotherapy for patients with relapsed B-cell non-Hodgkin's lymphoma"
esmolol	"a beta1-selective (cardioselective) adrenergic receptor blocking agent with rapid onset, a very short duration of action, and no significant intrinsic sympathomimetic or membrane stabilizing activity at therapeutic dosages"
tolvaptan	"A benzazepine derivative and selective VASOPRESSIN V2 RECEPTOR antagonist that is used to treat euvolemic and hypervolemic HYPONATREMIA. It is also used in the treatment of rapidly progressing AUTOSOMAL DOMINANT POLYCYSTIC KIDNEY DISEASE to slow the rate of cyst development and renal insufficiency."
dimenhydrinate	"A drug combination that contains diphenhydramine and theophylline. It is used for treating VERTIGO, MOTION SICKNESS, and NAUSEA associated with PREGNANCY."
chlorzoxazone	"A centrally acting central muscle relaxant with sedative properties. It is claimed to inhibit muscle spasm by exerting an effect primarily at the level of the spinal cord and subcortical areas of the brain. (From Martindale, The Extra Pharmacopoea, 30th ed, p1202)"
isoetarine	"Adrenergic beta-2 agonist used as bronchodilator for emphysema, bronchitis and asthma."
desloratadine	"major metabolite of loratadine"
indomethacin	"A non-steroidal anti-inflammatory agent (NSAID) that inhibits CYCLOOXYGENASE, which is necessary for the formation of PROSTAGLANDINS and other AUTACOIDS. It also inhibits the motility of POLYMORPHONUCLEAR LEUKOCYTES."
ciclosporin	"A cyclic undecapeptide from an extract of soil fungi. It is a powerful immunosupressant with a specific action on T-lymphocytes. It is used for the prophylaxis of graft rejection in organ and tissue transplantation. (From Martindale, The Extra Pharmacopoeia, 30th ed)."
fluoxetine	"The first highly specific serotonin uptake inhibitor. It is used as an antidepressant and often has a more acceptable side-effects profile than traditional antidepressants."
levomilnacipran	"a selective serotonin and norepinephrine reuptake inhibitor (SNRI), mechanism of the antidepressant action of levomilnacipran is unknown, but is thought to be related to the potentiation of serotonin and norepinephrine in the central nervous system"
fluvastatin	"An indole-heptanoic acid derivative that inhibits HMG COA REDUCTASE and is used to treat HYPERCHOLESTEROLEMIA. In contrast to other statins, it does not appear to interact with other drugs that inhibit CYP3A4."
phenylpropanolamine	"A sympathomimetic that acts mainly by causing release of NOREPINEPHRINE but also has direct agonist activity at some adrenergic receptors. It is most commonly used as a nasal vasoconstrictor and an appetite depressant."
alteplase	"A proteolytic enzyme in the serine protease family found in many tissues which converts PLASMINOGEN to FIBRINOLYSIN. It has fibrin-binding activity and is immunologically different from UROKINASE-TYPE PLASMINOGEN ACTIVATOR. The primary sequence, composed of 527 amino acids, is identical in both the naturally occurring and synthetic proteases."
sildenafil	"A PHOSPHODIESTERASE TYPE-5 INHIBITOR; VASODILATOR AGENT and UROLOGICAL AGENT  that is used in the treatment of ERECTILE DYSFUNCTION and PRIMARY PULMONARY HYPERTENSION."
dienogest	A steroid hormone that is 17beta-hydroxy-3-oxoestra-4,9-diene substituted at position 17 by a cyanomethyl group. Used as an oral contraceptive.
cinacalcet	A secondary amino compound that is (1R)-1-(naphthalen-1-yl)ethanamine in which one of the hydrogens attached to the nitrogen is substituted by a 3-[3-(trifluoromethyl)phenyl]propyl group.
valaciclovir	"A prodrug of acyclovir that is used in the treatment of HERPES ZOSTER and HERPES SIMPLEX VIRUS INFECTION of the skin and mucous membranes, including GENITAL HERPES."
retigabine	"In vitro studies indicate that ezogabine enhances transmembrane potassium currents mediated by the KCNQ (Kv7.2 to 7.5) family of ion channels. By activating KCNQ channels, ezogabine is thought to stabilize the resting membrane potential and reduce brain excitability."
hydroflumethiazide	"A thiazide diuretic with actions and uses similar to those of HYDROCHLOROTHIAZIDE. (From Martindale, The Extra Pharmacopoeia, 30th ed, p822)"
"paliperidone palmitate"	"A benzisoxazole derivative and active metabolite of RISPERIDONE that functions as a DOPAMINE D2 RECEPTOR ANTAGONIST and SEROTONIN 5-HT2 RECEPTOR ANTAGONIST. It is an ANTIPSYCHOTIC AGENT used in the treatment of SCHIZOPHRENIA."
novobiocin	"An antibiotic compound derived from Streptomyces niveus. It has a chemical structure similar to coumarin. Novobiocin binds to DNA gyrase, and blocks adenosine triphosphatase (ATPase) activity. (From Reynolds, Martindale The Extra Pharmacopoeia, 30th ed, p189)"
ketamine	"A cyclohexanone derivative used for induction of anesthesia. Its mechanism of action is not well understood, but ketamine can block NMDA receptors (RECEPTORS, N-METHYL-D-ASPARTATE) and may interact with sigma receptors."
pimavanserin	"an atypical antipsychotic, mechanism of action of pimavanserin in the treatment of hallucinations and delusions associated with Parkinson's disease psychosis is unknown. however, the effect of pimavanserin could be mediated through a combination of inverse agonist and antagonist activity at serotonin 5-HT2A receptors and to a lesser extent at serotonin 5-HT2C receptors"
pregabalin	"A gamma-aminobutyric acid (GABA) derivative that functions as a CALCIUM CHANNEL BLOCKER and is used as an ANTICONVULSANT as well as an ANTI-ANXIETY AGENT. It is also used as an ANALGESIC in the treatment of NEUROPATHIC PAIN and FIBROMYALGIA."
palbociclib	"Palbociclib is an inhibitor of cyclin-dependent kinases (CDK) 4 and 6. Cyclin D1 and CDK4/6 are downstream of signaling pathways which lead to cellular proliferation. In vitro, palbociclib reduced cellular proliferation of estrogen receptor (ER)-positive breast cancer cell lines by blocking progression of the cell from G1 into S phase of the cell cycle. Treatment of breast cancer cell lines with the combination of palbociclib and antiestrogens leads to decreased retinoblastoma (Rb) protein phosphorylation resulting in reduced E2F expression and signaling, and increased growth arrest compared to treatment with each drug alone. In vitro treatment of ER-positive breast cancer cell lines with the combination of palbociclib and antiestrogens led to increased cell senescence compared to each drug alone, which was sustained for up to 6 days following palbociclib removal and was greater if antiestrogen treatment was continued. In vivo studies using a patient-derived ER-positive breast cancer xenograft model demonstrated that the combination of palbociclib and letrozole increased the inhibition of Rb phosphorylation, downstream signaling, and tumor growth compared to each drug alone."
semaglutide	"Semaglutide is a GLP-1 analogue with 94% sequence homology to human GLP-1. Semaglutide acts as a GLP-1 receptor agonist that selectively binds to and activates the GLP-1 receptor, the target for native GLP-1. GLP-1 is a physiological hormone that has multiple actions on glucose, mediated by the GLP-1 receptors. The principal mechanism of protraction resulting in the long half-life of semaglutide is albumin binding, which results in decreased renal clearance and protection from metabolic degradation. Furthermore, semaglutide is stabilized against degradation by the DPP-4 enzyme. Semaglutide reduces blood glucose through a mechanism where it stimulates insulin secretion and lowers glucagon secretion, both in a glucose-dependent manner. Thus, when blood glucose is high, insulin secretion is stimulated and glucagon secretion is inhibited. The mechanism of blood glucose lowering also involves a minor delay in gastric emptying in the early postprandial phase."
dichlorphenamide	"A carbonic anhydrase inhibitor that is used in the treatment of glaucoma."
rifampicin	"A semisynthetic antibiotic produced from Streptomyces mediterranei. It has a broad antibacterial spectrum, including activity against several forms of Mycobacterium. In susceptible organisms it inhibits DNA-dependent RNA polymerase activity by forming a stable complex with the enzyme. It thus suppresses the initiation of RNA synthesis. Rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (From Gilman et al., Goodman and Gilman's The Pharmacological Basis of Therapeutics, 9th ed, p1160)"
mozavaptan	"Mozavaptan is a benzazepine derivative that antagonizes the binding of arginine vasopressin (AVP) to vasopressin receptors. Mozavaptan can inhibit the antidiuretic action of AVP promoting aquaresis."
nivolumab	"A genetically engineered, fully humanized immunoglobulin G4 monoclonal antibody that binds to the PD-1 RECEPTOR, activating an immune response to tumor cells. It is used as monotherapy or in combination with IPILIMUMAB for the treatment of advanced malignant MELANOMA. It is also used in the treatment of advanced or recurring NON-SMALL CELL LUNG CANCER; RENAL CELL CARCINOMA; and HODGKIN'S LYMPHOMA."
aceprometazine	A phenothiazine compound having an acetyl group at the 2-position and a 2-(dimethylamino)-1-propyl group at the 10-position.
orlistat	"A lactone derivative of LEUCINE that acts as a pancreatic lipase inhibitor to limit the absorption of dietary fat; it is used in the management of obesity."
enasidenib	"Enasidenib is a small molecule inhibitor of the isocitrate dehydrogenase 2 (IDH2) enzyme. Enasidenib targets the mutant IDH2 variants R140Q, R172S, and R172K at approximately 40-fold lower concentrations than the wild-type enzyme in vitro. Inhibition of the mutant IDH2 enzyme by enasidenib led to decreased 2-hydroxyglutarate (2-HG) levels and induced myeloid differentiation in vitro and in vivo in mouse xenograft models of IDH2 mutated AML. In blood samples from patients with AML with mutated IDH2, enasidenib decreased 2-HG levels, reduced blast counts and increased percentages of mature myeloid cells."
"triamcinolone acetonide"	"An esterified form of TRIAMCINOLONE. It is an anti-inflammatory glucocorticoid used topically in the treatment of various skin disorders. Intralesional, intramuscular, and intra-articular injections are also administered under certain conditions."
entacapone	"Entacapone is a selective and reversible inhibitor of COMT. COMT catalyzes the transfer of the methyl group of S-adenosyl-L-methionine to the phenolic group of substrates that contain a catechol structure. Physiological substrates of COMT include dopa, catecholamines (dopamine, norepinephrine, and epinephrine) and their hydroxylated metabolites. The function of COMT is the elimination of biologically active catechols and some other hydroxylated metabolites. When entacapone is given in conjunction with levodopa and an aromatic amino acid decarboxylase inhibitor, such as carbidopa, plasma levels of levodopa are greater and more sustained than after administration of levodopa and an aromatic amino acid decarboxylase inhibitor alone. It is believed that at a given frequency of levodopa administration, these more sustained plasma levels of levodopa result in more constant dopaminergic stimulation in the brain, leading to greater effects on the signs and symptoms of Parkinson's disease."
lisinopril	"One of the ANGIOTENSIN-CONVERTING ENZYME INHIBITORS (ACE inhibitors), orally active, that has been used in the treatment of hypertension and congestive heart failure."
"alendronic acid"	"A nonhormonal medication for the treatment of postmenopausal osteoporosis in women. This drug builds healthy bone, restoring some of the bone loss as a result of osteoporosis."
siltuximab	"a chimeric anti-interleukin-6 antibody for treatment of multiple myeloma and renal cell carcinoma; in phase I and phase II clinical trials"
methamphetamine	"A central nervous system stimulant and sympathomimetic with actions and uses similar to DEXTROAMPHETAMINE. The smokable form is a drug of abuse and is referred to as crank, crystal, crystal meth, ice, and speed."
vildagliptin	"A pyrrolidine-carbonitrile derivative and potent inhibitor of DIPEPTIDYL PEPTIDASE 4 that is used in the treatment of TYPE 2 DIABETES MELLITUS."
cloxacillin	"A semi-synthetic antibiotic that is a chlorinated derivative of OXACILLIN."
domperidone	"A specific blocker of dopamine receptors. It speeds gastrointestinal peristalsis, causes prolactin release, and is used as antiemetic and tool in the study of dopaminergic mechanisms."
"telotristat ethyl"	"Telotristat, the active metabolite of telotristat ethyl, is an inhibitor of tryptophan hydroxylase, which mediates the rate limiting step in serotonin biosynthesis. The in vitro inhibitory potency of telotristat towards tryptophan hydroxylase is 29 times higher than that of telotristat ethyl. Serotonin plays a role in mediating secretion, motility, inflammation, and sensation of the gastrointestinal tract, and is over-produced in patients with carcinoid syndrome. Through inhibition of tryptophan hydroxylase, telotristat and telotristat ethyl reduce the production of peripheral serotonin, and the frequency of carcinoid syndrome diarrhea."
denosumab	"A humanized monoclonal antibody and an inhibitor of the RANK LIGAND, which regulates OSTEOCLAST differentiation and bone remodeling. It is used as a BONE DENSITY CONSERVATION AGENT in the treatment of OSTEOPOROSIS."
obinutuzumab	"anti-CD20 mAb for treating B-cell lymphoid cancers"
teneligliptin	"A long-acting, orally bioavailable, pyrrolidine-based inhibitor of dipeptidyl peptidase 4 (DPP-4), with hypoglycemic activity. Teneligliptin may also reduce plasma triglyceride levels through a sustained increase in GLP-1 levels."
empagliflozin	"Empagliflozin is an inhibitor of SGLT2. By inhibiting SGLT2, empagliflozin reduces renal reabsorption of filtered glucose and lowers the renal threshold for glucose, and thereby increases urinary glucose excretion."
isoniazid	"Antibacterial agent used primarily as a tuberculostatic. It remains the treatment of choice for tuberculosis."
pralidoxime	A pyridinium ion that is 1-methylpyridinium substituted by a (hydroxyimino)methyl group at position 2.
forodesine	"Forodesine is a transition state analogue that binds preferentially to and inhibits purine nucleotide phosphorylase (PNP), resulting in the accumulation of deoxyguanosine triphosphate and the subsequent inhibition of the enzyme ribonucleoside diphosphate reductase and DNA synthesis. This agent selectively causes apoptosis in stimulated or malignant T-lymphocytes. A transition state analogue is a substrate designed to mimic the properties or the geometry of the transition state of reaction."
lurasidone	"The mechanism of action of lurasidone in the treatment of schizophrenia and bipolar depression is unclear. However, its efficacy in schizophrenia and bipolar depression could be mediated through a combination of central dopamine D2 and serotonin Type 2 (5HT2A) receptor antagonism."
mitiglinide	"a rapid and short-acting hypoglycemic agent; acts on sulfonylurea receptor closing KATP channels; considered one of the glinides-an imprecise grouping; structure given in first source"
mercaptopurine	"An antimetabolite antineoplastic agent with immunosuppressant properties. It interferes with nucleic acid synthesis by inhibiting purine metabolism and is used, usually in combination with other drugs, in the treatment of or in remission maintenance programs for leukemia."
gonadorelin	"A decapeptide that stimulates the synthesis and secretion of both pituitary gonadotropins, LUTEINIZING HORMONE and FOLLICLE STIMULATING HORMONE. GnRH is produced by neurons in the septum PREOPTIC AREA of the HYPOTHALAMUS and released into the pituitary portal blood, leading to stimulation of GONADOTROPHS in the ANTERIOR PITUITARY GLAND."
"hydroxyprogesterone caproate"	"Hydroxyprogesterone derivative that acts as a PROGESTIN and is used to reduce the risk of recurrent MISCARRIAGE and of PREMATURE BIRTH. It is also used in combination with ESTROGEN in the management of MENSTRUATION DISORDERS."
cefotetan	"A semisynthetic cephamycin antibiotic that is administered intravenously or intramuscularly. The drug is highly resistant to a broad spectrum of beta-lactamases and is active against a wide range of both aerobic and anaerobic gram-positive and gram-negative microorganisms."
vortioxetine	"A piperazine derivative that acts as a serotonin reuptake inhibitor, as a 5-HT3 receptor antagonist, and 5-HT1A receptor agonist. It is used for the treatment of anxiety and depression."
cefotiam	"One of the CEPHALOSPORINS that has a broad spectrum of activity against both gram-positive and gram-negative microorganisms."
progesterone	"The major progestational steroid that is secreted primarily by the CORPUS LUTEUM and the PLACENTA. Progesterone acts on the UTERUS, the MAMMARY GLANDS and the BRAIN. It is required in EMBRYO IMPLANTATION; PREGNANCY maintenance, and the development of mammary tissue for MILK production. Progesterone, converted from PREGNENOLONE, also serves as an intermediate in the biosynthesis of GONADAL STEROID HORMONES and adrenal CORTICOSTEROIDS."
elotuzumab	"a humanized monoclonal antibody that selectively targets glycoproteins expressed on myeloma cells"
triazolam	"A short-acting benzodiazepine used in the treatment of insomnia. Some countries temporarily withdrew triazolam from the market because of concerns about adverse reactions, mostly psychological, associated with higher dose ranges. Its use at lower doses with appropriate care and labeling has been reaffirmed by the FDA and most other countries."
carboprost	"A nonsteroidal abortifacient agent that is effective in both the first and second trimesters of PREGNANCY."
lisdexamfetamine	"A dextroamphetamine drug precursor that also functions as a CENTRAL NERVOUS SYSTEM STIMULANT and DOPAMINE UPTAKE INHIBITOR and is used in the treatment of ATTENTION DEFICIT HYPERACTIVITY DISORDER."
distigmine	A carbamate ester resulting from the formal condensation of both carboxy groups of hexane-1,6-diylbis(methylcarbamic acid) with the hydroxy group of 3-hydroxy-1-methylpyridinium.
alitretinoin	"A retinoid that is used for the treatment of chronic hand ECZEMA unresponsive to topical CORTICOSTEROIDS. It is also used to treat cutaneous lesions associated with AIDS-related KAPOSI SARCOMA."
amiodarone	"An antianginal and class III antiarrhythmic drug. It increases the duration of ventricular and atrial muscle action by inhibiting POTASSIUM CHANNELS and VOLTAGE-GATED SODIUM CHANNELS. There is a resulting decrease in heart rate and in vascular resistance."
levofloxacin	"The L-isomer of Ofloxacin."
lumateperone	"The mechanism of action of lumateperone in the treatment of schizophrenia is unknown. However, the efficacy of lumateperone could be mediated through a combination of antagonist activity at central serotonin 5-HT2A receptors and postsynaptic antagonist activity at central dopamine D2 receptors."
tetracosactide	"A synthetic peptide that is identical to the 24-amino acid segment at the N-terminal of ADRENOCORTICOTROPIC HORMONE. ACTH (1-24), a segment similar in all species, contains the biological activity that stimulates production of CORTICOSTEROIDS in the ADRENAL CORTEX."
"choline fenofibrate"	"metabolite of lipantyl; structure; salt of cholesterylamine & 2-(4-(p-chlorobenzoyl)phenoxy)2-methylpropionic acid"
ixekizumab	"A humanized anti-interleukin 17 monoclonal antibody used for the treatment of PSORIASIS."
cangrelor	"Cangrelor is a direct P2Y12 platelet receptor inhibitor that blocks ADP-induced platelet activation and aggregation. Cangrelor binds selectively and reversibly to the P2Y12 receptor to prevent further signaling and platelet activation."
flibanserin	"a serotonin receptor modulator with high affinity for the following serotonin (5-hydroxytryptamine or 5-T) receptors: agonist activity at 5-HT1A and antagonist activity at 5-HT2A. Flibanserin also has moderate antagonist activities at the 5-HT2B, 5-HT2C, and dopamine D4 receptors, used in the treatment of premenopausal women with hypoactive sexual desire disorder"
fenbufen	"an orally active nonsteroidal anti-inflammatory drug with analgesic and antipyretic activity"
ticarcillin	"An antibiotic derived from penicillin similar to CARBENICILLIN in action."
dolasetron	"Dolasetron mesylate is an antinauseant and antiemetic agent. Dolasetron mesylate and its active metabolite, hydrodolasetron (MDL 74,156), are selective serotonin 5-HT3 receptor antagonists not shown to have activity at other known serotonin receptors and with low affinity for dopamine receptors. The serotonin 5-HT3 receptors are located on the nerve terminals of the vagus in the periphery and centrally in the chemoreceptor trigger zone of the area postrema."
pegaptanib	"a pegylated modified oligonucleotide that binds with high specificity and affinity to extracellular Vascular Endothelial Growth Factor (VEGF165) inhibiting its activity, VEGF is a secreted protein that induces angiogenesis, vascular permeability and inflammation, all of which are thought to contribute to the progression of the neovascular (wet) form of AMD"
dosulepin	"A tricyclic antidepressant with some tranquilizing action."
ciprofloxacin	"A broad-spectrum antimicrobial carboxyfluoroquinoline."
mexiletine	"Antiarrhythmic agent pharmacologically similar to LIDOCAINE. It may have some anticonvulsant properties."
quinidine	"An optical isomer of quinine, extracted from the bark of the CHINCHONA tree and similar plant species. This alkaloid dampens the excitability of cardiac and skeletal muscles by blocking sodium and potassium currents across cellular membranes. It prolongs cellular ACTION POTENTIALS, and decreases automaticity. Quinidine also blocks muscarinic and alpha-adrenergic neurotransmission."
hydroxyamfetamine	"Amphetamine metabolite with sympathomimetic effects. It is sometimes called alpha-methyltyramine, which may also refer to the meta isomer, gepefrine."
netupitant	"Netupitant is a selective antagonist of human substance P/neurokinin 1 (NK-1) receptors. Delayed emesis has been largely associated with the activation of tachykinin family neurokinin 1 (NK-1) receptors (broadly distributed in the central and peripheral nervous systems) by substance P. As shown in in vitro and in vivo studies, netupitant inhibits substance P mediated responses."
pemafibrate	"Pemafibrate is a selective PPAR-alpha modulator (SPPARM-alpha) that has antihyperlipidaemic activity."
cinoxacin	"Synthetic antimicrobial related to OXOLINIC ACID and NALIDIXIC ACID and used in URINARY TRACT INFECTIONS."
